SPECIES_NR,FAMILIE,GENUS,SOORT,SYST_NIV,STLYST90,FLORA_90,STATUS,UHOKN50,UHOKN80,HERKMST1,HERKMST2,HERKMST3,UFK_40,UFK_90,UHOKV50,UHOKV80,LV_DUUR,LV_VORM1,LV_VORM2,LV_VORM3,GR_VORM1,GR_VORM2,GR_VORM3,ANAT_BLD,GRN_BLD,VORM_BLD,HGT_MIN,HGT_MAX,HGT_EXTR,GESL_BLM,BLMKLEUR,VR_TYPE,VR_KLEUR,ZAADMORF,WRTLDIEP,KIEMTIJD,BGNBLOEI,ENDBLOEI,GRONDWTR,LICHTIND,TEMPTIND,CONTIIND,VOCHTIND,ZUURGIND,STIKSIND,ZOUT_IND,ZWAREIND,MAAI_IND,STRO_MIN,STRO_MAX,STRO_EXT,OECO_GRP,ECOL_GRP,TRANSGR,WESTHOFF,ELLENBRG,ECOTP_01,ECOTP_02,ECOTP_03,ECOTP_04,ECOTP_05,ECOTP_06,ECOTP_07,ECOTP_08,ECOTP_09,ECOTP_10,SG_VOCHT,SG_TROFIE,SG_ZUURG,SG_ZOUT,ECOTPAMP,GEBRUIK1,GEBRUIK2,GEBRUIK3,GEBRUIK4,WETT_BES,REDLIST1,REDLIST2,BESTUIV1,BESTUIV2,BESTUIV3,ZBESTUIV,PLG_LIGG,PLG_NORD,PLG_WEST,PLG_MIDD,PLG_OOST,PLG_Z_O,PLG_ZUID,PLG_FRYK,PLG_AMER,PLG_EURO,PLG_AZIE,PLG_BRON,PLG_NOOT,PLG_MONT,R_SALINIT,R_ALKALIN,R_DOM_ANIO,R_CARBOGEH,R_TROFIEGR,IVERSEN,SKLEROTYP,SOCIO_HDB,SOCIO_ISZ,HOOFD_ISZ,OVERSPOEL,MAAI_IBN,TYPE,SOCSRTGRP1,SOCSRTGRP2,SOCSRTGRP3,SOC_GRP_ND,SOC_GRP_DG,RL2000LANG,RL2000KORT,RL2000_ZK,RL2000_TK,FF_WET,WW_C_N,WW_CA,WW_CL,WW_GHG,WW_GLG,WW_GVG,WW_K,WW_MG,WW_NH4,WW_NO3,WW_NTOT,WW_PH_H2O,WW_PO4,WW_PTOT,WW_VOCHT
2257,50,21,8,2,0,1,48,,,256,,,,,,,7,P,,,83,,,,S,lw,300,1200,,C,A,52,m,4,,,4,5,,,,,,,,,,,9,9,9,,,,,,,,,,,,,,,,,,,,,11,16,30,,0,,,I,,,,,,,,,,,,,,,,,mo,,,,,,,,,,,,,H,,,,,,,,,,,,,,,,,,,,,,,,,
2259,16,2,1,2,0,1,94,,,301,,,,,,,7,P,,,81,,,,I,na,,3500,,A,O,21,o,9,,52/53,4,5,,,,,,,,,,,9,9,9,,,,,,99,,,,,,,,,,,,,,1,24,,,,0,,,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,H,B41AA03,,,B,B,,,,,,27.8213,8.29681,13.7556,136.219,236.719,87.4869,15.1838,8.19013,10.6830,1.02239,1556.84,3.03813,0.17,810.783,1.00000
2260,126,8,5,3,0,0,,,,,,,,,,,,,,,52,54,,,,ly,,,,,,,o,,,,,,,,,,,,,,,,9,9,9,,,,,,,,,,,,,,,,,,,,1,99,,,,0,,,,,,,,,,,,,,,,,,,,pl,,,,,,,,,,,,,H,,,,,,,,,,,,,,,,,,,,,,,,,
2262,50,5,7,2,0,1,47,,,103,105,,,,,,7,P,,,72,,,,S,vs,100,300,,C,R,62,r,4,,52/53,6,7,,8,5,4,4,7,2,0,0,,9,9,9,,,,,,,,,,,,,,,,,,,,,99,,,,0,,,I,A,,Z,,,,,,,,,,,,,,mo,,,,,,,,,,,,,H,,,,,,,,,,,,,,,,,,,,,,,,,
2265,19,1,20,10,0,0,,,,,,,,,,,7,P,,,73,,,,,lw,,,,,,,o,8,,,,,,,,,,,,,,,9,9,9,,,,,,,,,,,,,,,,,,,,2,99,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,H,,,,,,,,,,,20.7274,1030.28,120.691,39.0211,108.358,27.1825,90.3072,222.901,13.3721,21.2441,4661.38,4.81659,0.15,896.915,25.8686
2266,104,5,5,3,0,0,,335,466,,,,,,,,,,,,65,,,,,ro,,,,,,,o,,,,,,,,,,,,,,,,9,9,9,,,,,,,,,,,,,,,,,,,,1,99,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,H,,,,,,,,,,,,,,,,,,,,,,,,,
2268,102,6,2,2,0,1,48,,,305,,,,,,,6,G,,,65,,,,S,hs,50,100,,C,A/P,51,v,4,55,,7,9,,,,,,,,,,,9,9,9,,,,,,,,,,,,,,,,,,,,,3,26,,,0,,,I,,,Z,,,,,,,,,,,,,,mo,,,,,,,,,,,,,H,,,,,,,,,,,14.3130,168.653,23.1064,59.8141,135.152,92.9695,48.7029,38.0459,2.18439,4.74158,1317.96,6.47853,3.56,558.636,9.19872
2270,37,15,4,3,0,0,,,,,,,,,,,,,,,65,,,,,pr,,,,,,,o,9,,,,,,,,,,,,,,,9,9,9,,,,,,,,,,,,,,,,,,,,2,99,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,H,,,,,,,,,,,,,,,,,,,,,,,,,
2271,37,5,7,10,0,0,,,,,,,,,,,,,,,65,61,,,,ro,,,,,,,o,,,,,,,,,,,,,,,,9,9,9,,,,,,,,,,,,,,,,,,,,2,99,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,H,,,,,,,,,,,11.7765,124.706,17.9604,91.9473,149.729,92.1267,15.7512,22.2054,3.65930,5.16166,472.538,7.43720,1.72,111.148,6.63476
2272,133,1,1,2,0,0,7,,,301,,,,,,,7,P,,,83,,,,S,na,,4000,,A,O,21,o,,,,5,5,,,,,,,,,,,9,9,9,,,,,,,,,,,,,,,,,,,,,99,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,H,,,,,,,,,,,,,,,,,,,,,,,,,
2273,17,2,2,2,0,1,97,,,301,,,,,,,7,P,,,81,,,,I,sc,500,1500,,A,O,21,o,9,,53,4,5,,,,,,,,,,,9,9,9,,,,,,,,,,,,,,,,,,,,,16,,,,0,,,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,H,,,,,,,,,,,,,,,,,,,,,,,,,
2275,17,2,1,2,0,1,97,,,301,,,,,,,7,P,,,81,,,,I,sc,,2000,,A,O,21,o,9,,52/53,4,5,,,,,,,,,,,9,9,9,,,,,,,,,,,,,,,,,,,,1,16,24,,,0,,,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,H,,,,,,,,,,,,,,,,,,,,,,,,,
2277,68,1,4,8,0,1,97,,,,,,,,,,7,P,,,81,,,,S,ro,,3500,,C,V:F,32,o,9,,,6,7,,,,,,,,,,,9,9,9,,,,,,,,,,,,,,,,,,,,1,16,30,24,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,H,,,,,,,,,,,19.8211,,,99.3455,163.228,115.580,,50.1942,8.25048,40.8473,1977.43,4.89904,,487.251,13.8269
2279,16,3,2,2,0,1,7,,,301,,,,,,,7,P,,,81,,,,I,na,,3000,,A,O,21,o,,,53,5,6,,,,,,,,,,,9,9,9,,,,,,,,,,,,,,,,,,,,1,24,,,,0,,,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,H,,,,,,,,,,,,,,,,,,,,,,,,,
2280,16,3,1,2,0,1,97,,,301,,,,,,,7,P,,,81,,,,I,na,,3500,,A,O,21,o,,,53,4,5,,,,,,,,,,,9,9,9,,,,,,,,,,,,,,,,,,,,1,24,,,,0,,,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,H,,,,,,,,,,,30.5903,4.71958,,153.152,247.977,94.5338,7.93403,3.69884,11.1345,0.35147,1391.97,2.89106,,1252.08,1.00000
2282,106,2,3,3,0,0,,,,,,,,,,,,,,,11,,,,,vs,,,,,,,o,,,,,,,,,,,,,,,,1,2,0,,,,,,,,,,,,,,,,,,,,1,99,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,H,,,,,,,,,,,,,,,,,,,,,,,,,
2285,113,60,12,2,1,1,1,,,1,,,1,1,,,6,H,,,64,,,45,W,lw,20,60,,C,F,32,o,8,,13,6,7,A,8,4,2,3,6,,0,0,,9,9,9,61,,0,07,42000,P60mu,,,,,,,,,,5,0,0,1,1,99,,,,1,+,4,I,,,,v,0,1,2,0,1,2,A,.,*,.,6,M,mo,,,,,,,,,,,,,H,L21AA02,,,,,GE-1,GE,zzz,0/+,2,,,,,,,,,,,,,,,
2286,89,4,2,2,0,1,7,,,251,,,,,,,7,P,,,73,,,,W,ro,120,300,,C,A,51,n,4,,,6,8,A,,,,,,,,,,9,9,9,,,,,,,,,,,,,,,,,,,,,30,,,,0,,,I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,H,,,,,,,,,,,,,,,,,,,,,,,,,
2287,51,5,2,2,0,1,48,,,109,,,,,,,1,T,,,64,,,,S,hs,30,60,,C,F,43,o,1,,13/21,6,9,,,,,,,,,,,9,9,9,,,,,,,,,,,,,,,,,,,,,26,31,,,0,,,IH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,H,,,,,,,,,,,,,,,,,,,,,,,,,
2290,113,34,14,2,2,1,1,868,954,1,,,,,,,2+6,H,,,64,,,40,S,ve,30,90,,D,F,32,o,8,22,12,6,10,A,8,5,3,4,7,5,0,0,6,9,9,9,62,,,,54230,G63,H63,G47kr,P63,G43,G67,,,,,4,2,5,1,2,16,,,,0,,,I*,,,Z,c,1,4,4,4,3,2,A,.,*,*,3,X,mo,,,,,,,,,,,,6,H,G16B,,,Gk,Ga,,,,,,10.4810,196.767,20.3662,86.8924,141.837,63.5501,14.4042,21.3003,2.91911,2.31450,431.288,6.88878,1.66,103.406,4.93190
2291,10,1,4,3,0,0,,,,,,,,,,,,,,,63,,,,,vs,,,,,,,o,11,,,,,,,,,,,,,,,9,9,9,,,,,,,,,,,,,,,,,,,,1,99,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,H,,,,,,,,,,,,,,,,,,,,,,,,,
2293,50,10,4,8,0,1,8,,,,,,,,,,6,H,,,63,,,,,hs,10,40,,C,A,62,r,,,,5,8,,,,,,,,,,,9,9,9,,,,,,,,,,,,,,,,,,,,,11,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,H,,,,,,,,,,,,,,,,,,,,,,,,,
2294,121,10,1,2,0,1,7,,,111,,,,,,,6,G,,,63,,,,,ly,20,45,,C,M,43,o,1,,,4,5,,,,,,,,,,,9,9,9,,,,,,,,,,,,,,,,,,,,,23,,,,0,,,I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,H,,,,,,,,,,,,,,,,,,,,,,,,,
2296,40,8,2,2,0,1,7,,,109,210,,,,,,6,G,,,66,,,,V,ha,10,20,,C,C,32,o,,,,3,4,,,,,,,,,,,9,9,9,,,,,,,,,,,,,,,,,,,,,99,,,,0,,,I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,H,B43AA01,,,B,B,,,,,,,,,,,,,,,,,,,,
2301,37,7,2,2,0,1,47,,,152,,,,,,,6,C,,,65,,,,,lc,10,45,,C,A,43,o,1,,,5,7,,,,,,,,,,,9,9,9,,,,,,99,,,,,,,,,,,,,,,99,,,,0,,,I,,,Z,,,,,,,,,,,,,,sa,,,,,,,,,,,,,H,R31,G14C,,,,,,,,,,,,,,,,,,,,,,,
2302,19,2,3,2,0,1,49,,,301,,,,,,,7,P,,,83,,,,S,ro,1000,2000,,B,O,43,o,8,,,4,4,A,,,,,,,,,,9,9,9,,,,,,,,,,,,,,,,,,,,,99,,,,0,,,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,H,,,,,,,,,,,16.7747,73.3500,28.3841,85.8799,155.748,82.9687,26.1021,21.3834,7.23045,9.50232,343.781,6.20731,0.51,76.5802,1.00000
2303,21,1,1,2,0,1,97,,,109,203,,,,,,7,P,,,83,,,,S,vs,1200,3000,,A,F:V,52,o,4,,,5,5,,6,8,2,6,7,7,0,0,,9,9,9,,,,,,99,,,,,,,,,,,,,,,12,16,24,,0,,,W,,,,,,,,,,,,,,,,,sm,,,,,,,,,,,,,H,,,,,,,,,,,,,,,,,,,,,,,,,
2305,134,1,1,2,0,0,82,,,204,501,,,,,,1,T,,,65,,,,S,ro,10,30,,C,F:V,43,o,,,,7,10,,,,,,,,,,,9,9,9,,,,,,,,,,,,,,,,,,,,,99,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,H,,,,,,,,,,,,,,,,,,,,,,,,,
2308,87,6,3,2,2,1,1,,,1,,,,,,,1,T,,,61,,,43,W,ro,5,50,,C,R/C,43,o,1,22,12/21,5,13,A,6,6,3,5,,6,0,0,,9,9,9,10,,,,34000,P47,P48,P67,P68,,,,,,,4,4,0,1,2,16,,,,0,,,I,,,Z,c,0,4,4,1,4,4,A,.,*,.,13,D,mo,,,,,,,,,,,,3,H,A30AA,,,Pb,P,,,,,,11.5929,1017.72,27.5362,38.0532,95.6817,64.5035,133.774,71.4581,2.62604,5.03208,1151.49,6.77959,3.71,331.902,11.5511
2311,81,1,5,2,0,1,47,,,301,,,,,,,7,P,,,73,,,,S,lw,150,300,,C,A,52,a,4,,,6,7,,,,,,,,,,,9,9,9,,,,,,H47,H48,,,,,,,,,3,4,0,1,,99,,,,0,,,I,,,Z,,,,,,,,,,,,,,mo,,,,,,,,,,,,,H,,,,,,,,,,,,,,,,,,,,,,,,,
2313,126,62,1,2,0,1,87,,,300,,,,,,,1,T,,,54,,,,S,ly,100,400,,A,O,31,o,1,55,,6,8,,,,,,,,,,,9,9,9,,,,,,,,,,,,,,,,,,,,,1,16,26,27,0,,,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,H,,,,,,,,,,,13.0124,964.088,25.6612,40.1064,95.5642,88.1717,161.453,92.8555,2.52117,9.97440,1493.49,6.58986,3.47,609.701,10.8049
2314,37,7,3,2,2,1,1,,,1,,,,,,,6,C,,,65,,,,,lw,4,45,,C,A,43,o,,,12,4,13,,6,3,4,5,5,5,0,0,8,9,9,9,,,,,,G47,G48,bG40,,,,,,,,3,4,0,2,2,99,,,,0,,,,,,,c,4,4,4,4,4,3,A,.,*,*,235,E,mo,,,,,,,,,,,,8,H,G16B,,,Gk,Ga,,,,,,11.1454,1583.20,25.0399,35.6576,95.5732,44.7908,108.515,99.2448,4.36531,2.83608,1875.41,6.43271,1.76,267.650,21.5763
2316,104,15,2,2,1,1,1,893,391,1,,,8,6,,,1,T,W,,65,,,40,S,lw,5,25,,C,A/P,43,o,1,,,6,10,D,8,,4,4,,2,0,0,5,9,9,9,75,,,,0,G42,G43,,,,,,,,,3,1,4,1,1,16,30,,,0,,,ID,IH,,Z,s,2,2,4,3,1,+,A,.,*,*,13,A,al,,,,,,,,,,,,3,H,G15AA01,M09BA,,Md,Gf,GE-16,GE,a,ttt,,12.2729,885.546,398.698,26.5320,87.9089,20.3575,69.7336,119.025,5.24536,1.60479,1103.47,6.56121,0.83,162.039,23.7666
2318,51,19,3,3,0,0,12,,,5,,,,,,,6,H,,,61,65,,,,hs,20,80,,C,FCP,43,o,1,55,31/12,5,9,A,,,,,,,,,,9,9,9,,,,,,,,,,,,,,,,,,,,2,26,30,31,,0,,,IH,IL,,Z,,,,,,,,,,,,,,,,,,,,,,,,,,,H,,,,,,,,,,,8.78470,960.343,11.4479,56.4350,113.558,65.0900,82.5534,83.7268,3.19071,4.86875,1120.91,7.24096,2.59,213.482,19.2174
2319,104,16,1,2,2,1,1,,,1,,,,,,,1,T,W,,65,,,40,W,lc,4,85,,C,R,43,o,1,,13/21,6,10,A,6,6,3,5,7,5,1,0,,9,9,9,,,,,54230,bG20,bG40,P47kr,,,,,,,,2,3,0,2,2,99,,,,0,,,IH,,,Z,,,,,,,,,,,,,,mo,,,,,,,,,,,,4,H,P27AA,A30AA01,G26AC,Pn,Gp,,,,,,10.0206,2573.38,2134.78,12.2104,71.3113,18.3779,212.228,230.254,3.57608,5.44810,1350.61,7.57393,1.63,256.336,27.5807
2320,107,1,6,2,2,1,1,1724,1589,1,,,,9,,,6,H,,,63,,,54,S,ro,10,50,,C,B,43,o,1,24,12,5,11,P,8,,,5,,6,0,0,5,9,9,9,,,7,16Aa,37100,P48tr,P47,bG40,P28,P27,bP20,,,,,2,4,0,2,2,16,,,,0,,,W,,,,c,4,4,4,4,4,4,A,.,*,*,135,E,al,,,,,,M,M,P,18,H,I,5,H,G12,P28AA,,Gp,Gp,,,,,,11.2894,2188.15,1136.51,19.6859,74.8780,45.2031,230.040,148.149,3.52342,6.34261,2714.96,6.99225,2.08,483.706,24.8865
2321,126,7,4,3,0,0,,1356,1497,,,,,,,,,,,,52,53,,,,ly,,,,,,,o,,,,,,,,,,,,,,,,9,9,9,,,,,,,,,,,,,,,,,,,,,99,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,H,G16B,,,Gk,Ga,,,,,,11.1131,1082.43,19.3953,39.0318,99.0256,55.8358,115.415,82.7872,4.43733,4.67378,2283.66,6.25203,2.01,345.717,25.7087
2323,102,6,6,2,2,1,12,,,1,,,,,,,1,T,,,65,,,40,S,ro,5,60,,C,A,51,n,4,33,12,6,13,A,7,6,3,5,7,8,0,0,,9,9,9,10,,,,33000,P68,P48,,,,,,,,,4,5,0,1,1,16,,,,0,,,I,,,Z,c,1,4,4,4,4,4,B,*,*,*,13,E,mo,,,,,,,,,,,,3,H,A30,,,Pb,P,,,,,,13.9401,305.932,31.8074,49.7958,116.227,76.4555,86.9433,53.2378,2.72412,6.47813,1522.03,6.45424,2.85,455.017,11.6687
2324,113,53,1,2,2,1,1,1120,1386,1,,,,,,,6,G,H,,65,,,40,S,ve,60,150,,C,F,32,o,8,44,32/12,6,13,A,7,5,,5,7,,1,0,,9,9,9,,,,,33100,P48,bP60,bR60,bR40,bP40,,,,,,4,5,0,2,2,99,,,,0,,,I*,,,Z,c,3,4,4,4,2,2,A,.,*,*,35,E,mo,,,,,,H,A,,18,H,I,4,H,A30,P22A,,Pb,P,,,,,,10.9368,712.264,1095.00,34.8367,93.8331,42.4487,98.7112,127.794,3.23510,7.54790,674.747,7.37821,1.93,171.118,14.2935
2325,71,2,2,2,0,1,7,,,105,203,202,,,,,7,P,,,83,73,,,S,lc,350,600,,C,F,62,f,4,,52/53,5,6,A,,,,,,,,,,9,9,9,,,,,,,,,,,,,,,,,,,,,30,,,,0,,,I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,H,,,,,,,,,,,,,,,,,,,,,,,,,
2333,44,16,2,2,2,1,1,,,1,,,,,,,6+2,H,,,64,,,40,S,lw,30,90,,C,A,43,o,9,,12,5,6,A,7,5,3,4,8,,0,0,3,9,9,9,63,,7,21Aa,53213,G63,,,,,,,,,,5,1,5,1,1,99,,,,0,,,ID,IH,,Z,c,2,4,4,4,3,2,A,*,*,*,135,M,mo,,,,,,,,,,,,3,H,P13AA01,,,Gk,P,,,,,,8.98223,268.764,10.2232,90.4519,144.187,66.2996,33.0705,41.2159,4.41079,3.00430,719.421,6.99843,1.42,116.933,12.9274
2335,33,1,1,2,2,1,1,,,5,,,,,,,1/6,T,H,,64,,,,,ro,30,120,,C,V,32,o,1,55,12,6,10,A,,,,,,,,,,9,9,9,31,,,,,99,,,,,,,,,,,,,,,99,,,,0,,,W,,,Z,,,,,,,,,,,,,,,,,,,,,,,,,,,H,,,,,,,,,,,,,,,,,,,,,,,,,
2336,90,2,1,2,2,1,1,,,5,,,,,,,1,T,,,65,,,40,S,ro,10,40,,C,F,43,o,1,11,13/21,7,10,D,8,7,3,7,9,4,0,0,,9,9,9,23,,,,31110,P23,P43,,,,,,,,,2,1,5,1,1,99,,,,0,,,,,,Z,m,0,2,1,+,1,4,A,.,*,.,1,B,mo,,,,,,,,,,,,3,H,P27AA02,,,Pb,P,,,,,,11.6905,3582.70,1411.25,-5.2317,55.5333,3.72305,196.007,528.307,5.47471,4.51486,1614.45,7.44239,0.98,264.700,30.4091
2337,126,18,17,2,1,1,1,,,1,,,9,9,,,1,T,,,54,,,40,S,ly,5,15,,C,O,31,o,1,34,,5,7,A,7,6,3,,,3,1,0,6,9,9,9,51,,,,54200,G68,G48,G67,G47,G63,,,,,,4,0,5,1,2,99,,,,0,,,W,,,,c,1,4,4,4,3,4,A,.,*,.,35,X,al,,,,,,,,,,,,6,H,R31,G16B,,Gk,Ga,,,,,,9.99682,1570.93,114.066,37.5508,92.1552,54.3600,114.665,85.7301,3.30563,3.70364,1416.53,6.75419,2.26,164.337,22.9231
2338,40,5,1,2,2,1,1,,,1,,,,,,,6,B,H,,64,,,23,S,ro,15,50,,C,F,43,o,1,23,13,4,5,W,7,,,9,,,0,0,4,1,2,3,52,,0,25Aa,54150,G27,H28,H27,R28,,,,,,,1,4,0,1,2,99,,,,1,,,I1,,,,c,4,4,4,4,2,1,A,*,*,*,1235,X,al,,,,,,T,A,H,26,L,VIII,4,H,R32AA01,G16AB,B38AA03,Gm,Gm,,,,,,14.8558,6881.88,224.870,-15.683,22.9391,8.51107,245.027,505.606,9.16335,11.3635,8659.86,5.76068,0.31,1132.92,56.3622
2340,50,10,2,3,0,0,,,,,,,,,,,,,,,63,,,,,hs,,,,,,,r,4,,,,,,,,,,,,,,,9,9,9,,,,,,,,,,,,,,,,,,,,2,11,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,H,,,,,,,,,,,,,,,,,,,,,,,,,
2343,125,1,1,2,1,1,1,522,611,1,,,7,7,,,6,B,A,T,52,,,,,bu,5,20,,C,V/B,43,o,1,,,6,13,W,6,6,2,10,5,2,0,0,,1,3,0,42,,7,06Aa,,W11,W12,P21,P22,,,,,,,1,1,2,1,2,99,,,,0,,,W,,,,c,1,4,3,1,+,+,A,.,*,.,34,X,mo,2,2,3,1,,,,,,,,,H,M06A,,,Pn,Gm,,,,,,20.6206,1110.62,28.4813,-50.194,-22.308,-32.435,92.5340,164.769,7.90053,0.23811,4387.08,4.97933,0.16,309.221,34.3592
2346,121,11,4,3,0,0,,,,,,,,,,,,,,,63,,,,,ly,,,,,,,o,,,,,,,,,,,,,,,,9,9,9,,,,,,,,,,,,,,,,,,,,,99,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,H,,,,,,,,,,,,,,,,,,,,,,,,,
2348,122,3,2,2,2,1,17,,,5,,,,,,,6,G,,,63,,,40,V,ly,15,60,,C,F,43,o,1,,21,3,5,,8,4,2,6,4,4,0,0,4,9,9,9,,,,,51120,99,,,,,,,,,,,,,,,99,,,,0,,,IH,,,Z,s,0,3,1,0,0,+,A,.,*,.,6,M,sa,,,,,,,,,,,,4,H,B43AA,,,B,B,,,,,,18.8883,374.947,16.3807,85.5104,145.256,116.244,68.0110,70.7051,8.21212,48.8208,2069.02,5.22111,,472.749,19.0429
2349,122,3,4,4,0,1,73,,,162,,,,,,,6,G,,,63,,,40,V,ly,40,60,,C,F,43,o,1,,,3,5,A,8,4,2,6,4,4,0,0,4,9,9,9,,,,,51120,,,,,,,,,,,,,,,,99,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,H,B43AA,,,B,B,,,,,,,,,,,,,,,,,,,,
2356,33,11,1,2,2,1,1,134,142,5,,,,,,,1,T,,,65,,,50,S,pr,2,50,,C,H,32,o,9,14,21,7,9,A,9,7,,,7,8,6,0,,9,9,9,31,,,,28110,P67,bP60,,,,,,,,,5,3,0,2,2,99,,,,0,,,I,W,,,c,+,4,4,2,4,4,B,.,*,*,123,G,pl,,,,,,,,,,,,3,H,P22AB01,R31AA01,,Pb,R,,,,,,8.88953,,1001.53,58.4564,117.891,,,33.2381,2.06591,5.67731,470.697,7.73406,,96.3170,1.00000
2357,131,1,4,2,2,1,1,,,1,,,,,,,6,H,,,41,,,,,ly,5,40,,C,O,32,o,1,22,13/21,5,7,V,,,,,,,,,2,9,9,9,74,,,,,G41,G21,,,,,,,,,2,1,1,1,1,99,,,,0,,,W,,,,c,3,4,2,+,+,+,B,*,*,*,135,BH,al,,,,,,,,,,,,2,H,M11AA,G19AA02,,Ms,Gm,,,,,,29.3671,117.756,7.74032,53.1482,137.707,12.1323,29.5735,27.1992,8.23630,0.07674,1669.12,4.05044,0.12,207.039,11.3186
2358,47,3,4,2,1,1,1,,,1,,,7,7,,,6,H,,,65,,,60,S,ro,25,60,,C,M,43,o,1,,12   ?,6,9,A,7,6,,4,7,,0,0,,9,9,9,83,,,,0,G67,G47,,,,,,,,,4,3,0,1,1,16,30,,,0,,,ID,IH,,Z,c,1,4,4,4,3,1,A,.,*,*,13,B,mo,,,,,,,,,,,,3,H,,,,,,,,,,,12.9233,632.790,13.8664,59.1990,120.806,82.0530,69.8353,58.7220,4.26371,3.10102,1268.65,6.31115,1.70,216.753,19.9021
2369,121,15,1,2,0,1,8,,,203,,,,,,,6,G,,,64,,,,,bu,60,120,,C,A:V,43,o,1,,,7,8,,,,,,,,,,,9,9,9,,,,,,,,,,,,,,,,,,,,,7,,,,0,,,I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,H,,,,,,,,,,,,,,,,,,,,,,,,,
2373,130,1,3,8,0,1,1,,,,,,,,,,6,H,,,52,,,,S,lc,,4000,,A,O,,o,8,,,6,8,,,,,,,,,,,9,9,9,,,,,,,,,,,,,,,,,,,,1,99,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,H,,,,,,,,,,,14.1351,,,-18.557,29.7805,3.12010,,478.010,8.59233,21.1972,7568.00,6.44471,0.42,920.104,49.5147
2374,128,2,3,3,0,0,,,,,,,,,,,,,,,12,,,,,ro,,,,,,,o,,,,,,,,,,,,,,,,1,2,3,,,,,,,,,,,,,,,,,,,,1,99,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,H,,,,,,,,,,,13.1330,6139.64,748.385,-15.736,17.5315,4.73336,320.019,478.288,8.76369,20.0608,13841.6,6.43074,12.90,1225.18,58.7191
2376,94,3,3,2,1,1,1,1320,1330,1,,,9,9,,,6,B,,,65,,,32,W,lw,5,50,,C,A,41,o,1,12,32/22,5,9,W,6,5,3,9,,4,0,0,4,9,9,9,43,,,,15140,G27,R27,H27,V16,G23,H28,G28,R28,G22,,1,0,4,1,2,99,,,,0,,,IC,ID,,Z,c,4,4,4,4,3,3,A,*,*,*,34,X,sa,,,,,,M,M,D,21,HM,IV,4,H,M08B,,,Mp,Gm,,,,,,15.1560,5765.58,438.580,-24.937,20.0990,-5.0495,247.869,477.917,9.78553,8.75795,7623.55,5.65385,0.28,1035.01,50.6491
2377,113,4,2,12,0,1,1,,,1,,,,,,,1+2,H,T,,65,,,26,W,lc,7,90,,C,F,32,o,8,,,7,9,,8,6,,,7,7,8,0,,9,9,9,,,,,26100,,,,,,,,,,,,,,,2,99,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,H,,,,,,,,,,,,,,,,,,,,,,,,,
2379,83,29,1,2,0,1,32,,,115,203,401,,,,,6,H,,,65,,,50,S,vs,30,90,,C,A,41,o,,,,6,9,,7,7,6,3,9,,0,0,,9,9,9,12,,,,36110,99,,,,,,,,,,,,,,,99,,,,0,,,I,,,Z,,,,,,,,,,,,,,sm,,,,,,,,,,,,5,H,,,,,,,,,,,,,,,,,,,,,,,,,
